unique id,university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
1806,Universidad Autónoma de Nuevo León,2018,801-1000,,https://www.topuniversities.com/universities/universidad-autonoma-de-nuevo-leon,Mexico,San Nicolás de los Garza,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_small.jpg,Public,High,27,478,XL,4552
1807,Universidad Autónoma del Estado de México (UAEMex),2018,801-1000,,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-mexico-uaemex,Mexico,Toluca de Lerdo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-mxico-uaemex_2249_small.jpg,Public,Medium,18,217,XL,4
1808,Universidad de Castilla-La Mancha,2018,801-1000,,https://www.topuniversities.com/universities/universidad-de-castilla-la-mancha,Spain,Ciudad Real,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-castilla-la-mancha_1521_small.jpg,Public,High,13,1005,L,1798
1809,Universidad de Guadalajara (UDG),2018,801-1000,,https://www.topuniversities.com/universities/universidad-de-guadalajara-udg,Mexico,Guadalajara,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_small.jpg,Public,High,12,536,XL,12
1810,Universidad de las Américas Puebla (UDLAP),2018,801-1000,,https://www.topuniversities.com/universities/universidad-de-las-americas-puebla-udlap,Mexico,Cholula,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-puebla-udlap_2637_small.jpg,Private,Medium,10,429,M,600
1811,Universidad de Los Andes - (ULA) Mérida,2018,801-1000,,https://www.topuniversities.com/universities/universidad-de-los-andes-ula-merida,Venezuela,Merida,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-ula-mrida_592560cf2aeae70239af54d2_small.jpg,Public,Medium,12,468,L,2
1812,Universidad de Monterrey (UDEM),2018,801-1000,,https://www.topuniversities.com/universities/universidad-de-monterrey-udem,Mexico,San Pedro Garza García,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-monterrey-udem_1724_small.jpg,Private,High,15,136,M,613
1813,University of Murcia,2018,801-1000,,https://www.topuniversities.com/universities/university-murcia,Spain,Murcia,Europe,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,Public,High,11,2,L,2
1814,Universidad de Oviedo,2018,801-1000,,https://www.topuniversities.com/universities/universidad-de-oviedo,Spain,Oviedo,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-oviedo_592560cf2aeae70239af5070_small.jpg,Public,Very High,28,,L,754
1815,Universidad de Puerto Rico,2018,801-1000,,https://www.topuniversities.com/universities/universidad-de-puerto-rico,Puerto Rico,San Juan,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-puerto-rico_592560cf2aeae70239af54dd_small.jpg,Public,High,18,448,XL,2688
1816,Universidad de Talca,2018,801-1000,,https://www.topuniversities.com/universities/universidad-de-talca,Chile,Talca,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-talca_592560cf2aeae70239af5129_small.jpg,Public,Very High,18,80,M,613
1817,Universidad de Valparaíso (UV),2018,801-1000,,https://www.topuniversities.com/universities/universidad-de-valparaiso-uv,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-valparaso-uv_592560cf2aeae70239af54e3_small.jpg,Public,Medium,16,158,L,1014
1818,Universidad del Norte ,2018,801-1000,,https://www.topuniversities.com/universities/universidad-del-norte,Colombia,Barranquilla,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_small.jpg,Private,Medium,15,80,L,846
1819,Universidad del Rosario,2018,801-1000,,https://www.topuniversities.com/universities/universidad-del-rosario,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,Private,Very High,13,119,M,857
1820,Universidad del Valle,2018,801-1000,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18,5,XL,2
1821,Universidad Industrial de Santander - UIS,2018,801-1000,,https://www.topuniversities.com/universities/universidad-industrial-de-santander-uis,Colombia,Bucaramanga,Latin America,https://www.topuniversities.com/sites/default/files/universidad-industrial-de-santander-uis_592560cf2aeae70239af54f6_small.jpg,Public,Medium,21,130,L,922
1822,Universidad Metropolitana,2018,801-1000,,https://www.topuniversities.com/universities/universidad-metropolitana,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-metropolitana_400_small.jpg,Private,Low,20,41,M,275
1823,Universidad Nacional Costa Rica,2018,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-costa-rica,Costa Rica,Heredia,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-costa-rica_592560cf2aeae70239af52c1_small.jpg,Public,Medium,14,418,L,1119
1824,Universidad Nacional de Cuyo,2018,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-cuyo,Argentina,Mendoza,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-cuyo_592560cf2aeae70239af5124_small.jpg,Public,Medium,12,3781,XL,3064
1825,Universidad Nacional de Mar del Plata,2018,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-mar-del-plata,Argentina,Mar del Plata,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-mar-del-plata_592560cf2aeae70239af5125_small.jpg,Public,High,21,,L,1001
1826,Universidad Nacional de Rosario (UNR),2018,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-rosario-unr,Argentina,Rosario,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-rosario-unr_592560cf2aeae70239af511f_small.jpg,Public,Medium,9,,XL,11
1827,Universidad Nacional de Tucumà¡n,2018,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-tucuman,Argentina,San Miguel de Tucumán,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-tucumn_592560cf2aeae70239af5123_small.jpg,Public,Medium,28,,XL,1886
1828,Universidad Nacional del Sur,2018,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-del-sur,Argentina,Bahia Blanca,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-del-sur_592560cf2aeae70239af550a_small.jpg,Public,Medium,12,,L,1526
1829,Universidad Nacional Mayor de San Marcos,2018,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-mayor-de-san-marcos,Peru,Lima,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_small.jpg,Public,Medium,23,,XL,2
1830,Universidad Panamericana (UP),2018,801-1000,,https://www.topuniversities.com/universities/universidad-panamericana,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-panamericana-up_592560cf2aeae70239af550d_small.jpg,Private,High,7,125,L,2
1831,Universidad Peruana Cayetano Heredia (UPCH),2018,801-1000,,https://www.topuniversities.com/universities/universidad-peruana-cayetano-heredia-upch,Peru,San Martin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-peruana-cayetano-heredia-upch_592560cf2aeae70239af550f_small.jpg,Private,Very High,7,189,M,996
1832,Universidad Rey Juan Carlos,2018,801-1000,,https://www.topuniversities.com/universities/universidad-rey-juan-carlos,Spain,Madrid,Europe,https://www.topuniversities.com/sites/default/files/universidad-rey-juan-carlos_1517_small.jpg,Public,High,20,2999,XL,2150
1833,Universidad Técnica Federico Santa María (USM),2018,801-1000,,https://www.topuniversities.com/universities/universidad-tecnica-federico-santa-maria-usm,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tcnica-federico-santa-mara-usm_592560cf2aeae70239af52cb_small.jpg,Private,High,20,717,L,897
1834,Universidad Tecnológica Nacional (UTN),2018,801-1000,,https://www.topuniversities.com/universities/universidad-tecnologica-nacional-utn,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-nacional-utn_592560cf2aeae70239af5519_small.jpg,Public,High,9,837,XL,8
1835,Universidade da Coruña ,2018,801-1000,,https://www.topuniversities.com/universities/universidade-da-coruna,Spain,A Coruña,Europe,https://www.topuniversities.com/sites/default/files/universidade-da-corua-_592560cf2aeae70239af5069_small.jpg,Public,Very High,11,693,L,1
1836,Universidade do Estado do Rio de Janeiro (UERJ),2018,801-1000,,https://www.topuniversities.com/universities/universidade-do-estado-do-rio-de-janeiro-uerj,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-do-estado-do-rio-de-janeiro-uerj_592560cf2aeae70239af5525_small.jpg,Public,High,13,140,XL,2558
1837,Universidade Estadual de Londrina,2018,801-1000,,https://www.topuniversities.com/universities/universidade-estadual-de-londrina,Brazil,Londrina,Latin America,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-londrina_592560cf2aeae70239af5528_small.jpg,Public,High,14,117,L,1375
1838,Universidade Federal da Bahia,2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-da-bahia,Brazil,Salvador,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,Public,High,16,438,XL,2629
1839,Universidade Federal de Santa Maria,2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-santa-maria,Brazil,Frederico Westphalen,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,Public,High,15,195,L,1985
1840,Universidade Federal de Viçosa (UFV),2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-vicosa-ufv,Brazil,Viçosa,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-viosa-ufv_592560cf2aeae70239af5549_small.jpg,Public,High,14,289,L,1249
1841,Universidade Federal do Ceará (UFC),2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-do-ceara-ufc,Brazil,Fortaleza,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-cear-ufc_592560cf2aeae70239af5148_small.jpg,Public,High,16,310,XL,2098
1842,Universidade Federal do Paraná - UFPR,2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-do-parana-ufpr,Brazil,Curitiba,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-paran-ufpr_1730_small.jpg,Public,High,11,91,XL,3
1843,Universidade Federal de Pernambuco (UFPE) ,2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12,216,XL,3
1844,Universidade Federal Fluminense ,2018,801-1000,,https://www.topuniversities.com/universities/universidade-federal-fluminense,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,Public,High,18,799,XL,3203
1845,Catania University,2018,801-1000,,https://www.topuniversities.com/universities/catania-university,Italy,Catania,Europe,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_small.jpg,Public,Very High,21,230,L,1
1846,University of Siena,2018,801-1000,,https://www.topuniversities.com/universities/university-siena,Italy,Siena,Europe,https://www.topuniversities.com/sites/default/files/university-of-siena_561_small.jpg,Public,High,16,2,L,741
1847,University of Palermo,2018,801-1000,,https://www.topuniversities.com/universities/university-palermo,Italy,Palermo,Europe,https://www.topuniversities.com/sites/default/files/university-of-palermo_592560cf2aeae70239af5347_small.jpg,Public,Very High,20,504,L,1
1848,Universitas Muhammadiyah Surakarta,2018,801-1000,,https://www.topuniversities.com/universities/universitas-muhammadiyah-surakarta,Indonesia,Surakarta,Asia,https://www.topuniversities.com/sites/default/files/universitas-muhammadiyah-surakarta_592560cf2aeae70239af4e39_small.jpg,Private,Medium,19,91,L,1479
1849,Universität Rostock,2018,801-1000,,https://www.topuniversities.com/universities/universitat-rostock,Germany,Rostock,Europe,https://www.topuniversities.com/sites/default/files/universitt-rostock_592560cf2aeae70239af4fdb_small.jpg,Public,High,6,1,L,2
1850,Université Charles-de-Gaulle Lille 3,2018,801-1000,,https://www.topuniversities.com/universities/universite-charles-de-gaulle-lille-3,France,,Europe,https://www.topuniversities.com/sites/default/files/universit-charles-de-gaulle-lille-3_592560cf2aeae70239af4bdd_small.jpg,Public,Medium,22,1179,L,823
